"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","has.alley","Has.Basement","Has.Fireplace","Has.Garage","Has.Pool","Has.Wood.Deck","Has.Open.Porch","Has.X3Ssn.Porch","Has.Screen.Porch"
"2322",2322,527108090,"60","RL",168,23257,"Pave",3,"HLS","other",0,"Gilbert","norm","norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",5,4,1,"Unf",0,"Unf",0,868,868,"GasA",4,"Y","SBrkr",887,1134,0,2021,0,0,2,1,3,1,3,9,"Typ",1,4,"BuiltIn",2006,2,2,422,3,"TA","Paved",0,0,0,9,2006,"New","Partial",274725,"0",1,0,0,0,0,1,0,0
"2043",2043,903476100,"45","other",55,4388,"Pave",1,"Bnk","Inside",0,"OldTown","other","norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"Gd","BrkTil",3,3,1,"LwQ",116,"Unf",0,556,672,"GasA",4,"Y","SBrkr",840,0,0,840,0,0,1,0,3,1,2,5,"Typ",1,3,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",0,0,0,6,2007,"WD ","Normal",87000,"0",1,0,1,0,0,0,0,0
"773",773,905105190,"20","RL",65,7800,"Pave",0,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","1Story",5,7,1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",89,2,"TA","PConc",3,3,1,"ALQ",450,"Unf",0,414,864,"GasA",4,"Y","SBrkr",899,0,0,899,0,0,1,0,3,1,3,5,"Typ",0,0,"Attchd",1967,3,1,288,3,"TA","Paved",NA,0,0,6,2009,"WD ","Normal",130000,"0",1,1,0,0,1,0,0,0
"310",310,914467040,"60","RL",85,11050,"Pave",0,"Lvl","Inside",0,"Mitchel","norm","norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"GLQ",615,"Unf",0,434,1049,"GasA",4,"Y","SBrkr",1036,880,0,1916,1,0,2,1,3,1,3,8,"Typ",1,3,"Attchd",1998,1,3,741,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",254900,"0",1,0,0,0,0,1,0,0
"1351",1351,903236010,"50","other",50,8635,"Pave",0,"Lvl","Inside",0,"BrkSide","norm","norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"BLQ",336,"other",41,295,672,"GasA",2,"Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,2,6,"BelowTyp",0,0,"Detchd",1948,1,1,240,3,"TA","Paved",NA,0,0,1,2008,"WD ","Normal",127000,"0",1,1,0,0,0,0,0,0
"1887",1887,534276290,"20","RL",68,8339,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,7,1959,1959,"Gable","CompShg","other","MetalSd","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","SBrkr",882,0,0,882,0,0,1,0,3,1,2,5,"Typ",0,0,"Attchd",1959,2,1,294,3,"TA","Paved",NA,1,1200,7,2007,"WD ","Normal",106500,"0",0,1,0,0,0,0,0,0
"85",85,532354090,"85","RL",88,11782,"Pave",1,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","SFoyer",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,3,"ALQ",899,"Unf",0,210,1109,"GasA",2,"Y","SBrkr",1155,0,0,1155,1,0,1,0,3,1,3,6,"BelowTyp",0,0,"Detchd",1987,1,2,576,3,"TA","Paved",NA,1,400,6,2010,"WD ","Normal",148000,"0",1,1,0,0,1,0,0,0
"717",717,902326030,"70","other",65,11700,"Pave",1,"Lvl","other",0,"OldTown","norm","norm","1Fam","2Story",7,7,1880,2003,"other","CompShg","other","other","None",0,3,"TA","other",3,2,1,"Unf",0,"Unf",0,1240,1240,"other",2,"N","SBrkr",1320,1320,0,2640,0,0,1,1,4,1,3,8,"Typ",1,4,"Detchd",1950,1,4,864,3,"TA","Unpaved",0,0,0,5,2009,"WD ","Normal",265979,"1",1,0,0,0,1,0,0,0
"2550",2550,534428060,"20","RL",69,8973,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",85,2,"TA","CBlock",3,3,1,"Rec",567,"other",28,413,1008,"GasA",2,"Y","other",1053,0,0,1053,0,1,1,1,3,1,4,6,"Typ",0,0,"2Types",1998,2,2,750,3,"TA","Paved",NA,0,0,7,2006,"WD ","Abnorml",150000,"0",1,1,0,0,0,1,1,0
"105",105,533238045,"20","FV",57,12853,"Pave",1,"Lvl","Inside",0,"Somerst","norm","norm","1Fam","1Story",8,5,2010,2010,"Gable","CompShg","other","CmentBd","None",0,3,"TA","PConc",5,1,1,"GLQ",1032,"Unf",0,610,1642,"GasA",4,"Y","SBrkr",1418,0,0,1418,1,0,1,1,1,1,3,6,"Typ",1,4,"Attchd",2010,2,3,852,3,"TA","Paved",0,0,0,4,2010,"New","Partial",267916,"1",1,0,0,0,1,1,1,0
"2847",2847,909175030,"50","RL",60,8400,"Pave",0,"Bnk","Inside",0,"SWISU","norm","norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"LwQ",388,"Unf",0,552,940,"GasA",4,"Y","SBrkr",1192,403,0,1595,0,0,1,0,2,1,2,6,"Typ",2,4,"Attchd",1940,1,1,240,3,"TA","Paved",0,0,0,6,2006,"WD ","Normal",140000,"0",1,0,0,0,0,0,0,0
"2191",2191,908275090,"50","RL",70,11767,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","2Story",4,7,1910,2000,"Gable","CompShg","other","HdBoard","None",0,2,"TA","CBlock",2,3,1,"Unf",0,"Unf",0,560,560,"GasA",3,"N","SBrkr",796,550,0,1346,0,0,1,1,2,1,2,6,"BelowTyp",0,0,"Detchd",1950,1,1,384,2,"TA","Paved",2,0,0,5,2007,"WD ","Normal",112000,"0",1,1,0,0,1,1,0,0
"2190",2190,908250100,"20","RL",68,9450,"Pave",0,"Bnk","Inside",1,"Edwards","norm","norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"LwQ",552,"Unf",0,342,894,"GasA",4,"Y","SBrkr",894,0,0,894,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1999,1,2,400,3,"TA","Paved",0,0,0,5,2007,"WD ","Abnorml",110000,"0",1,1,0,0,0,0,0,0
"2112",2112,906394020,"60","RL",78,9316,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,4,"Unf",0,"Unf",0,879,879,"GasA",4,"Y","SBrkr",879,916,0,1795,0,0,2,1,3,1,3,7,"Typ",0,0,"Attchd",2005,2,2,578,3,"TA","Paved",0,0,0,10,2007,"WD ","Normal",191000,"0",1,1,0,0,1,1,0,0
"1255",1255,535375140,"20","RL",60,10122,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1Story",4,6,1948,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"N","SBrkr",869,0,0,869,0,0,1,0,1,1,2,3,"Typ",0,0,"Detchd",1948,1,1,390,2,"TA","Unpaved",4,0,0,8,2008,"WD ","Normal",89900,"0",0,1,0,0,0,0,0,0
"2278",2278,923202134,"20","RL",70,8402,"Pave",0,"Lvl","Inside",0,"Mitchel","other","norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"ALQ",206,"Unf",0,914,1120,"GasA",4,"Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,2,6,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,12,2007,"New","Partial",147000,"0",1,1,1,0,0,1,0,0
"2306",2306,526302030,"20","RL",68,11027,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","other","Wd Sdng","other",28,2,"TA","CBlock",3,3,1,"BLQ",468,"other",539,171,1178,"GasA",3,"Y","SBrkr",1293,0,0,1293,1,0,2,0,2,1,2,5,"Typ",0,0,"Attchd",1954,2,2,452,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",149900,"0",1,1,0,0,1,0,0,0
"1365",1365,903456130,"50","other",62,7006,"Pave",0,"Lvl","Inside",0,"IDOTRR","norm","norm","1Fam","1.5Fin",6,6,1925,1950,"Gable","CompShg","other","other","None",0,2,"TA","PConc",3,3,1,"Rec",121,"Unf",0,647,768,"GasA",2,"Y","SBrkr",788,448,0,1236,1,0,2,0,3,1,2,6,"Typ",1,4,"Detchd",1985,1,1,384,3,"TA","Paved",NA,0,0,8,2008,"WD ","Family",127000,"0",1,0,0,0,0,0,0,0
"2698",2698,903458010,"30","other",60,7200,"Pave",0,"Lvl","other",0,"IDOTRR","norm","norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","BrkTil",3,3,1,"LwQ",343,"Unf",0,641,984,"GasA",2,"Y","other",984,0,0,984,0,0,1,0,3,1,2,6,"Typ",0,0,"Detchd",1930,1,1,308,3,"TA","Unpaved",0,0,0,3,2006,"other","Family",90000,"0",1,1,0,0,0,0,0,0
"1826",1826,532377140,"20","RL",68,9945,"Pave",1,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","1Story",5,5,1961,1961,"Hip","CompShg","other","Wd Sdng","BrkFace",57,2,"TA","CBlock",3,3,1,"Rec",827,"Unf",0,161,988,"GasA",2,"Y","SBrkr",988,0,0,988,1,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1963,1,2,572,3,"TA","Paved",0,0,0,10,2007,"WD ","Normal",128500,"0",1,1,0,0,0,0,0,0
"2531",2531,534176250,"20","RL",80,9600,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",7,5,1969,1969,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,1164,1164,"GasA",2,"Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,2,6,"Typ",0,0,"Attchd",1969,1,2,528,3,"TA","Paved",0,0,0,7,2006,"other","Normal",140000,"0",1,1,0,0,0,0,0,0
"2902",2902,921205030,"20","RL",88,11443,"Pave",0,"Lvl","Inside",0,"Timber","norm","norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",208,3,"TA","PConc",5,3,4,"GLQ",1460,"Unf",0,408,1868,"GasA",4,"Y","SBrkr",2028,0,0,2028,1,0,2,0,2,1,3,7,"Typ",2,4,"Attchd",2005,2,3,880,3,"TA","Paved",0,0,0,3,2006,"New","Partial",369900,"0",1,0,0,0,1,1,0,0
"703",703,902110080,"60","other",60,3378,"Pave",0,"HLS","Inside",0,"OldTown","norm","norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"Gd","CBlock",3,3,1,"Unf",0,"Unf",0,651,651,"GasA",3,"Y","SBrkr",707,682,0,1389,0,0,1,1,3,1,2,6,"Typ",2,4,"Detchd",1947,1,1,240,3,"TA","Unpaved",0,0,0,9,2009,"WD ","Normal",135000,"1",1,0,0,0,0,0,0,0
"1157",1157,532479020,"50","RL",70,10759,"Pave",0,"Lvl","other",0,"Sawyer","other","norm","1Fam","1.5Fin",5,4,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"Gd","CBlock",4,3,1,"LwQ",190,"other",811,0,1001,"GasA",2,"Y","SBrkr",1001,640,0,1641,0,0,2,0,4,1,2,5,"Typ",1,4,"Detchd",1972,1,2,490,3,"TA","Paved",4,0,0,7,2008,"WD ","Normal",140000,"0",1,0,0,0,0,0,0,0
"667",667,535402010,"90","RL",81,9671,"Pave",0,"Lvl","other",0,"NAmes","other","norm","Duplex","2Story",6,5,1969,1969,"Gable","CompShg","other","MetalSd","other",480,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,1248,1248,"GasA",2,"Y","SBrkr",1248,1296,0,2544,0,0,2,2,6,2,2,12,"Typ",0,0,"Attchd",1969,2,3,907,3,"TA","Paved",0,0,0,8,2009,"WD ","Normal",190000,"0",1,1,0,0,0,0,0,0
"2200",2200,909251040,"50","RL",51,6821,"Pave",0,"HLS","Inside",0,"Crawfor","norm","norm","1Fam","1.5Fin",6,7,1921,2005,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",3,3,1,"BLQ",113,"Unf",0,538,651,"GasA",3,"Y","SBrkr",759,539,0,1298,0,0,2,0,2,1,2,8,"Typ",1,4,"Detchd",1994,1,1,240,3,"TA","Unpaved",0,0,0,8,2007,"WD ","Normal",146500,"0",1,0,0,0,1,0,0,0
"1265",1265,535426350,"20","RL",68,12929,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",6,6,1960,1993,"Gable","CompShg","other","Wd Sdng","BrkFace",276,2,"TA","CBlock",3,3,4,"GLQ",697,"Unf",0,384,1081,"GasA",2,"Y","SBrkr",1081,0,0,1081,1,0,1,0,3,1,2,5,"Typ",0,0,"CarPort",1960,1,1,401,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",148000,"0",1,1,0,0,1,1,0,0
"2127",2127,907135180,"20","RL",60,8070,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"GLQ",588,"Unf",0,402,990,"GasA",4,"Y","SBrkr",990,0,0,990,1,0,1,0,3,1,2,5,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,8,2007,"WD ","Normal",123600,"0",1,1,1,0,0,0,0,0
"236",236,905426060,"30","RL",85,10625,"Pave",0,"Lvl","other",0,"Edwards","norm","norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",3,3,1,"ALQ",108,"Unf",0,350,458,"GasA",1,"N","SBrkr",835,0,0,835,0,0,1,0,2,1,2,5,"Typ",0,0,"Basment",1920,1,1,366,2,"TA","Paved",0,1,400,5,2010,"other","Abnorml",83000,"0",1,1,0,0,0,0,0,0
"641",641,535301170,"20","RL",74,8532,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","other","Wd Sdng","BrkFace",650,2,"TA","CBlock",3,3,1,"Rec",1213,"Unf",0,84,1297,"GasA",3,"Y","SBrkr",1297,0,0,1297,0,1,1,0,3,1,2,5,"Typ",1,3,"Attchd",1954,3,2,498,3,"TA","Paved",0,0,0,10,2009,"WD ","Normal",153000,"0",1,0,0,0,0,0,0,0
"1225",1225,534477080,"50","RL",80,9600,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1.5Fin",6,5,1950,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","CBlock",3,3,1,"BLQ",280,"Unf",0,752,1032,"GasA",2,"Y","other",1032,220,0,1252,0,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1950,1,1,288,3,"TA","Paved",0,0,0,4,2008,"WD ","Abnorml",119000,"0",1,1,0,0,0,0,0,0
"2073",2073,905352010,"20","RL",68,11075,"Pave",0,"Lvl","other",0,"ClearCr","norm","norm","1Fam","1Story",6,5,1984,1984,"Hip","CompShg","other","Wd Sdng","BrkFace",136,2,"TA","PConc",4,3,1,"BLQ",299,"other",891,0,1190,"GasA",4,"Y","SBrkr",1522,0,0,1522,0,0,2,0,3,1,2,7,"Typ",1,3,"Attchd",1984,3,2,552,3,"TA","Paved",4,0,0,2,2007,"WD ","Normal",182000,"0",1,0,0,0,0,1,0,1
"506",506,528390210,"60","RL",68,29959,"Pave",2,"Lvl","other",0,"NoRidge","norm","norm","1Fam","2Story",7,6,1994,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"TA","PConc",4,3,1,"GLQ",595,"Unf",0,378,973,"GasA",4,"Y","SBrkr",979,871,0,1850,0,0,2,1,3,1,3,7,"Typ",1,4,"BuiltIn",1994,3,2,467,3,"TA","Paved",0,0,0,1,2009,"WD ","Normal",248000,"0",1,0,0,0,1,1,0,0
"1256",1256,535375160,"50","RL",45,7506,"Pave",0,"Lvl","other",0,"OldTown","norm","norm","1Fam","1.5Fin",5,8,1925,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","PConc",3,3,1,"Unf",0,"Unf",0,747,747,"GasA",2,"Y","SBrkr",747,412,0,1159,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1932,1,1,288,2,"TA","Unpaved",0,0,0,5,2008,"WD ","Normal",114000,"0",1,1,0,0,1,0,0,0
"2669",2669,902406030,"20","other",65,9750,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1Story",5,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,960,960,"GasA",4,"Y","SBrkr",960,0,0,960,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",2002,1,2,624,3,"TA","Paved",0,1,4500,7,2006,"WD ","Normal",125000,"1",1,1,0,0,0,0,0,0
"1944",1944,535354050,"45","RL",60,9600,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1.5Unf",5,7,1949,2003,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"ALQ",220,"Unf",0,625,845,"GasA",2,"Y","SBrkr",893,0,0,893,0,1,1,0,2,1,3,4,"Typ",0,0,"Detchd",1985,1,2,576,3,"TA","Paved",0,0,0,5,2007,"WD ","Normal",135000,"0",1,1,0,0,0,0,0,0
"2239",2239,910203290,"30","other",59,8263,"Pave",0,"Bnk","Inside",1,"IDOTRR","norm","norm","1Fam","1Story",6,5,1920,1950,"Gable","CompShg","other","other","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,1012,1012,"GasA",2,"Y","other",1012,0,0,1012,0,0,1,0,2,1,2,6,"Typ",1,4,"Detchd",1920,1,1,308,3,"TA","Paved",NA,0,0,5,2007,"WD ","Normal",118400,"0",1,0,0,0,0,1,0,0
"1430",1430,906475100,"20","RL",68,11500,"Pave",1,"Bnk","other",0,"ClearCr","norm","norm","1Fam","1Story",6,6,1966,1966,"other","other","Plywood","Plywood","None",0,2,"TA","CBlock",4,4,4,"LwQ",262,"other",723,197,1182,"GasA",4,"Y","SBrkr",1643,0,0,1643,1,0,2,0,2,1,2,6,"Typ",1,4,"Attchd",1966,1,2,438,3,"TA","Paved",0,0,0,3,2008,"WD ","Normal",195000,"0",1,0,0,0,1,0,0,0
"2441",2441,528292080,"60","RL",68,12104,"Pave",1,"Lvl","other",0,"Gilbert","norm","norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,1035,1035,"GasA",3,"Y","SBrkr",1082,1240,0,2322,0,0,3,1,4,1,3,8,"Typ",0,0,"Attchd",2006,2,3,617,3,"TA","Paved",0,0,0,8,2006,"New","Partial",287602,"0",1,1,0,0,1,1,0,0
"2697",2697,903456090,"190","other",60,6780,"Pave",0,"Lvl","Inside",0,"IDOTRR","norm","norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","CompShg","other","Wd Sdng","None",0,2,"Fa","CBlock",3,3,3,"GLQ",490,"Unf",0,30,520,"GasA",3,"N","SBrkr",520,0,234,754,1,0,1,0,2,1,2,5,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",0,0,0,6,2006,"WD ","Normal",84500,"0",1,1,1,0,1,0,0,0
"260",260,907200280,"20","RL",38,15240,"Pave",1,"Lvl","other",0,"CollgCr","norm","norm","1Fam","1Story",5,8,1977,2004,"Gable","CompShg","other","CmentBd","None",0,3,"Gd","CBlock",4,3,1,"GLQ",198,"other",688,140,1026,"GasA",4,"Y","SBrkr",1026,0,0,1026,1,0,1,1,3,1,2,5,"Typ",0,0,"Attchd",1977,1,1,308,3,"TA","Paved",NA,0,0,6,2010,"WD ","Normal",150000,"0",1,1,0,0,1,1,0,0
"2158",2158,907295040,"20","RL",73,17227,"Pave",2,"Lvl","other",1,"CollgCr","norm","norm","1Fam","1Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",158,3,"TA","PConc",4,3,4,"GLQ",915,"Unf",0,426,1341,"GasA",4,"Y","SBrkr",1341,0,0,1341,1,0,1,1,1,1,3,5,"Typ",1,3,"Attchd",1999,2,2,482,3,"TA","Paved",0,0,0,1,2007,"WD ","Normal",246900,"0",1,0,0,0,1,1,0,0
"1497",1497,908152270,"20","RL",60,7024,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1Story",4,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"GLQ",1024,"Unf",0,108,1132,"GasA",4,"Y","SBrkr",1132,0,0,1132,1,0,1,1,2,1,3,5,"Typ",0,0,"Attchd",2005,3,2,451,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",176000,"0",1,1,0,0,1,1,0,0
"2515",2515,533241010,"60","FV",114,8314,"Pave",1,"Lvl","other",0,"Somerst","norm","norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","other","Wd Sdng","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,569,569,"GasA",4,"Y","SBrkr",854,840,0,1694,0,0,2,1,3,1,3,6,"Typ",1,3,"BuiltIn",1997,1,1,434,3,"TA","Paved",4,0,0,11,2006,"WD ","Normal",200000,"1",1,0,0,0,0,1,0,1
"428",428,528108040,"60","RL",95,12350,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","1Fam","2Story",9,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",5,3,1,"GLQ",986,"Unf",0,379,1365,"GasA",4,"Y","SBrkr",1365,1325,0,2690,1,0,2,1,3,1,4,8,"Typ",1,4,"Attchd",2009,2,3,864,3,"TA","Paved",0,0,0,7,2009,"New","Partial",398800,"0",1,0,0,0,0,1,0,0
"2130",2130,907187060,"60","RL",43,12352,"Pave",2,"Lvl","other",0,"CollgCr","norm","norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",290,3,"TA","PConc",4,3,1,"GLQ",638,"Unf",0,215,853,"GasA",4,"Y","SBrkr",853,900,0,1753,1,0,2,1,3,1,2,7,"Typ",1,2,"Attchd",1998,2,2,534,3,"TA","Paved",0,0,0,3,2007,"WD ","Normal",217000,"0",1,0,0,0,0,1,0,0
"1143",1143,531384030,"60","RL",43,14565,"Pave",2,"Lvl","other",0,"SawyerW","norm","norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",145,3,"TA","PConc",4,3,3,"GLQ",537,"Unf",0,295,832,"GasA",4,"Y","SBrkr",832,825,0,1657,0,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",1994,2,2,483,3,"TA","Paved",0,1,2000,11,2008,"WD ","Normal",189000,"0",1,1,0,0,1,1,0,0
"2828",2828,908186090,"180","other",35,3675,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,2,"TA","PConc",4,3,4,"GLQ",547,"Unf",0,0,547,"GasA",3,"Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,2,5,"Typ",0,0,"Basment",2005,3,2,525,3,"TA","Paved",0,0,0,10,2006,"New","Partial",142500,"0",1,1,0,0,0,1,0,0
"1681",1681,527452100,"120","RL",68,4928,"Pave",1,"Lvl","Inside",0,"NPkVill","norm","norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,2,"TA","CBlock",4,3,1,"ALQ",120,"Unf",0,958,1078,"GasA",2,"Y","SBrkr",958,0,0,958,0,0,2,0,2,1,2,5,"Typ",1,3,"Attchd",1977,2,2,440,3,"TA","Paved",0,0,0,2,2007,"WD ","Normal",128000,"0",1,0,0,0,0,1,0,0
"616",616,534451110,"50","RL",68,7015,"Pave",1,"Bnk","other",0,"BrkSide","norm","norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","other","MetalSd","other",161,2,"TA","CBlock",3,3,1,"LwQ",185,"Unf",0,524,709,"GasA",2,"Y","SBrkr",979,224,0,1203,1,0,1,0,3,1,3,5,"Typ",1,3,"Detchd",1950,1,1,352,3,"TA","Paved",0,0,0,7,2009,"WD ","Normal",110000,"0",1,0,0,0,0,0,0,0
"293",293,909250060,"50","RL",50,9638,"Pave",0,"Lvl","Inside",0,"SWISU","other","norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","CompShg","other","other","None",0,2,"TA","PConc",3,3,1,"Unf",0,"Unf",0,804,804,"GasA",4,"Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,3,10,"BelowTyp",1,4,"Detchd",1969,1,1,336,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",169000,"0",1,0,0,0,1,0,0,1
"790",790,905451300,"20","RL",68,9571,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"Rec",257,"Unf",0,816,1073,"GasA",2,"Y","other",1073,0,0,1073,1,0,1,0,2,1,2,5,"Typ",0,0,"Attchd",1956,1,1,340,3,"TA","Paved",4,0,0,2,2009,"WD ","Normal",121500,"0",1,1,0,0,0,0,0,0
"2326",2326,527166030,"60","RL",63,9084,"Pave",1,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","2Story",7,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"Unf",0,"Unf",0,935,935,"GasA",3,"Y","SBrkr",955,677,0,1632,0,0,2,1,3,1,2,8,"Typ",1,3,"Attchd",1998,3,2,462,3,"TA","Paved",0,0,0,6,2006,"WD ","Normal",176500,"0",1,0,0,0,0,1,0,0
